canon_smiles,iso_smiles
CC(CS(=O)[O-])C(=O)[O-],C[C@@H](C[S@@](=O)[O-])C(=O)[O-]
Nc1ccc(Cl)cc1Cl,Nc1ccc(Cl)cc1Cl
Cc1c(F)cccc1Br,Cc1c(F)cccc1Br
O=S1(=O)N=C(O)C(O)=N1,O=S1(=O)N=C(O)C(O)=N1
FC(F)(F)c1cccs1,FC(F)(F)c1cccs1
ClC(Cl)(Cl)c1nnn[nH]1,ClC(Cl)(Cl)c1nnn[nH]1
Cc1cc(Br)ccc1Cl,Cc1cc(Br)ccc1Cl
COc1cccnc1I,COc1cccnc1I
Cc1c(Br)cccc1Br,Cc1c(Br)cccc1Br
Cc1cc(C)cc(Br)c1,Cc1cc(C)cc(Br)c1
FCC(F)(F)C(F)(F)F,FCC(F)(F)C(F)(F)F
Cc1cc(Cl)cnc1Cl,Cc1cc(Cl)cnc1Cl
Cc1nc(F)ccc1Br,Cc1nc(F)ccc1Br
CS(=O)(=O)NCC(=O)[O-],CS(=O)(=O)NCC(=O)[O-]
Fc1ccc(I)cc1Cl,Fc1ccc(I)cc1Cl
Cc1ccc(Br)c(Br)c1,Cc1ccc(Br)c(Br)c1
CCNS(=O)(=O)NCC,CCNS(=O)(=O)NCC
Oc1cc(Cl)cc(Cl)c1,Oc1cc(Cl)cc(Cl)c1
CCc1ccnc(Br)c1,CCc1ccnc(Br)c1
Cc1c(Br)nc(Br)n1C,Cc1c(Br)nc(Br)n1C
Cc1[nH]c(C)c(I)c1I,Cc1[nH]c(C)c(I)c1I
C=CC(Cl)(Cl)C(F)(F)F,C=CC(Cl)(Cl)C(F)(F)F
CNc1ccc(Br)cc1,CNc1ccc(Br)cc1
N#CCc1cnc(Cl)s1,N#CCc1cnc(Cl)s1
FC(F)OCC(F)(F)F,FC(F)OCC(F)(F)F
Fc1ccc(Cl)cc1Cl,Fc1ccc(Cl)cc1Cl
NS(=O)(=O)c1cccs1,NS(=O)(=O)c1cccs1
Cc1ccc(Br)c(Cl)c1,Cc1ccc(Br)c(Cl)c1
Fc1cnc(Cl)c(I)c1,Fc1cnc(Cl)c(I)c1
Cc1cc(Cl)ccc1Br,Cc1cc(Cl)ccc1Br
Nc1ccc(I)cc1I,Nc1ccc(I)cc1I
Brc1cccc(Br)c1Br,Brc1cccc(Br)c1Br
Cc1cc(Br)ccc1F,Cc1cc(Br)ccc1F
Cc1cc(F)ccc1Br,Cc1cc(F)ccc1Br
CCc1ccccc1Br,CCc1ccccc1Br
Cc1ccc(Cl)nc1Cl,Cc1ccc(Cl)nc1Cl
O=c1[nH]cc(I)cc1I,O=c1[nH]cc(I)cc1I
CCc1nc(Cl)c(Cl)[nH]1,CCc1nc(Cl)c(Cl)[nH]1
Nc1cc(I)cnc1Cl,Nc1cc(I)cnc1Cl
N#Cc1cccc(Br)c1,N#Cc1cccc(Br)c1
Fc1cc(Br)ccc1Cl,Fc1cc(Br)ccc1Cl
Clc1cccc(Cl)c1I,Clc1cccc(Cl)c1I
Clc1cc(Cl)c(Cl)nn1,Clc1cc(Cl)c(Cl)nn1
Cc1cnc(Cl)c(Br)c1,Cc1cnc(Cl)c(Br)c1
Oc1c(Cl)cccc1Cl,Oc1c(Cl)cccc1Cl
Oc1cc(Br)ccc1F,Oc1cc(Br)ccc1F
Cc1c(Cl)cccc1Br,Cc1c(Cl)cccc1Br
Nc1c(F)cccc1Br,Nc1c(F)cccc1Br
Clc1ccc(Br)c(Cl)c1,Clc1ccc(Br)c(Cl)c1
COc1ncccc1I,COc1ncccc1I
Oc1cccc(Br)c1Br,Oc1cccc(Br)c1Br
C[NH+](C)C(C)(C)C#CBr,C[NH+](C)C(C)(C)C#CBr
C=Cc1ccc(Br)cc1,C=Cc1ccc(Br)cc1
OCC1C(CO)C1(Cl)Cl,OC[C@@H]1[C@@H](CO)C1(Cl)Cl
CC(=O)c1sccc1I,CC(=O)c1sccc1I
Cc1ccc(C)c(Br)c1,Cc1ccc(C)c(Br)c1
O=c1[nH]cc(I)c(=O)[nH]1,O=c1[nH]cc(I)c(=O)[nH]1
Cc1ccc(I)c(Cl)c1,Cc1ccc(I)c(Cl)c1
BrC12CC[NH+](CC1)CC2,BrC12CC[NH+](CC1)CC2
FC(F)C(F)(F)C(F)F,FC(F)C(F)(F)C(F)F
Brc1cc(Br)c(Br)cn1,Brc1cc(Br)c(Br)cn1
CSc1ccc(I)cc1,CSc1ccc(I)cc1
Cc1c(I)cncc1I,Cc1c(I)cncc1I
Nc1ccc(Br)cc1I,Nc1ccc(Br)cc1I
Fc1cc(Br)cnc1Cl,Fc1cc(Br)cnc1Cl
Oc1ccc(Cl)nc1Cl,Oc1ccc(Cl)nc1Cl
Nc1cccc(Br)c1Cl,Nc1cccc(Br)c1Cl
Brc1ccnc(Br)c1Br,Brc1ccnc(Br)c1Br
Clc1cncc(Cl)c1I,Clc1cncc(Cl)c1I
Brc1[nH]c(Br)c(Br)c1Br,Brc1[nH]c(Br)c(Br)c1Br
CCc1ccc(I)cc1,CCc1ccc(I)cc1
Oc1c(Br)cccc1Br,Oc1c(Br)cccc1Br
Nc1cc(Cl)[nH+]c(Cl)c1,Nc1cc(Cl)[nH+]c(Cl)c1
Brc1sc(Br)c(Br)c1Br,Brc1sc(Br)c(Br)c1Br
Clc1cccc(Cl)c1Br,Clc1cccc(Cl)c1Br
Clc1ccc(Cl)c(Br)c1,Clc1ccc(Cl)c(Br)c1
CC(=O)c1sccc1Cl,CC(=O)c1sccc1Cl
Clc1cc(Br)cnc1Cl,Clc1cc(Br)cnc1Cl
Nc1c[nH+]cc(Br)c1N,Nc1c[nH+]cc(Br)c1N
COc1ccc(I)nn1,COc1ccc(I)nn1
Fc1ccc(Br)c(Br)c1,Fc1ccc(Br)c(Br)c1
Clc1cnc(Cl)c(Cl)c1,Clc1cnc(Cl)c(Cl)c1
N#Cc1ccc(Br)cc1,N#Cc1ccc(Br)cc1
Cc1c(I)ccnc1F,Cc1c(I)ccnc1F
COc1ccc(SC)s1,COc1ccc(SC)s1
Clc1ccc(I)cc1Cl,Clc1ccc(I)cc1Cl
Oc1ccc(Br)nc1Br,Oc1ccc(Br)nc1Br
Nc1cc(I)cc(I)c1,Nc1cc(I)cc(I)c1
OC(F)(F)C(F)(F)CF,OC(F)(F)C(F)(F)CF
Fc1cc(Cl)cc(Cl)c1,Fc1cc(Cl)cc(Cl)c1
CCc1cccc(Br)c1,CCc1cccc(Br)c1
Fc1ccc(F)c(I)c1,Fc1ccc(F)c(I)c1
Clc1cnnc(Cl)c1Cl,Clc1cnnc(Cl)c1Cl
NC(=O)c1csc(Cl)c1,NC(=O)c1csc(Cl)c1
CCn1cc(Br)c(C)n1,CCn1cc(Br)c(C)n1
CSc1ncc(Br)cn1,CSc1ncc(Br)cn1
Oc1ccc(Cl)c(Cl)c1,Oc1ccc(Cl)c(Cl)c1
O=C([O-])c1sccc1Cl,O=C([O-])c1sccc1Cl
C=Cc1ccccc1Br,C=Cc1ccccc1Br
Cc1cccc(Br)c1Br,Cc1cccc(Br)c1Br
Cc1ccc(Br)c(F)c1,Cc1ccc(Br)c(F)c1
COc1ccc(Br)nn1,COc1ccc(Br)nn1
Cn1ncc(Br)c1C#N,Cn1ncc(Br)c1C#N
CNc1ccccc1Br,CNc1ccccc1Br
Cc1nc(Cl)c(Cl)n1C,Cc1nc(Cl)c(Cl)n1C
FC(F)(F)CC(F)(Cl)Cl,FC(F)(F)CC(F)(Cl)Cl
Cc1cc(I)cc(F)n1,Cc1cc(I)cc(F)n1
Nc1c(O)cccc1I,Nc1c(O)cccc1I
CC1(C(=O)[O-])CC1(Cl)Cl,C[C@]1(C(=O)[O-])CC1(Cl)Cl
Cc1ccc(C)c(I)c1,Cc1ccc(C)c(I)c1
CCc1ccccc1I,CCc1ccccc1I
Cc1cccc(Br)c1C,Cc1cccc(Br)c1C
Cc1cnc(F)cc1I,Cc1cnc(F)cc1I
COc1ccncc1I,COc1ccncc1I
CC(C)C(O)S(=O)(=O)[O-],CC(C)[C@H](O)S(=O)(=O)[O-]
Nc1ccc(Br)c(F)c1,Nc1ccc(Br)c(F)c1
CCN(CC)S(C)(=O)=O,CCN(CC)S(C)(=O)=O
Cc1cc(Br)ncc1F,Cc1cc(Br)ncc1F
Cc1ccc(O)c(I)n1,Cc1ccc(O)c(I)n1
OCc1cncc(I)c1,OCc1cncc(I)c1
O=C([O-])c1cc(Br)no1,O=C([O-])c1cc(Br)no1
Cc1nc(Cl)nc(Cl)n1,Cc1nc(Cl)nc(Cl)n1
N#Cc1ccc(Br)nc1,N#Cc1ccc(Br)nc1
CSc1ccccc1I,CSc1ccccc1I
CCCNS(=O)(=O)CC,CCCNS(=O)(=O)CC
CS(=O)(=O)NS(C)(=O)=O,CS(=O)(=O)NS(C)(=O)=O
Fc1ccc(Cl)cc1Br,Fc1ccc(Cl)cc1Br
Cc1c(F)cccc1I,Cc1c(F)cccc1I
Brc1n[nH]c2ccsc12,Brc1n[nH]c2ccsc12
Cc1ccc(I)cc1Cl,Cc1ccc(I)cc1Cl
Cc1cc(I)ccc1Br,Cc1cc(I)ccc1Br
CCOC(=[N-])C(Cl)(Cl)Cl,CCOC(=[N-])C(Cl)(Cl)Cl
C=Cc1cccc(Br)c1,C=Cc1cccc(Br)c1
OCc1cccc(I)n1,OCc1cccc(I)n1
COC1OCCC1(Cl)Cl,CO[C@@H]1OCCC1(Cl)Cl
FC(F)(Br)CC(F)(F)Br,FC(F)(Br)CC(F)(F)Br
Cc1cccc(Br)c1N,Cc1cccc(Br)c1N
Brc1cc2ccsc2s1,Brc1cc2ccsc2s1
OCc1ccccc1Br,OCc1ccccc1Br
Nc1cc(Cl)ccc1Cl,Nc1cc(Cl)ccc1Cl
CSc1n[nH]c(SC)n1,CSc1n[nH]c(SC)n1
OCC(Cl)(Cl)C(F)(F)F,OCC(Cl)(Cl)C(F)(F)F
Nc1ccc(I)nc1I,Nc1ccc(I)nc1I
CCC([NH3+])CS(=O)(=O)[O-],CC[C@@H]([NH3+])CS(=O)(=O)[O-]
O=C([O-])c1n[nH]nc1Br,O=C([O-])c1n[nH]nc1Br
Nc1cc(Br)ccc1Cl,Nc1cc(Br)ccc1Cl
Cc1nc(I)c(I)n1C,Cc1nc(I)c(I)n1C
Cc1c(Cl)cccc1Cl,Cc1c(Cl)cccc1Cl
Clc1ncnc(Cl)c1Cl,Clc1ncnc(Cl)c1Cl
Cc1cc(Br)cnc1Cl,Cc1cc(Br)cnc1Cl
COc1cccc(Br)n1,COc1cccc(Br)n1
NS(=O)(=O)c1ccsc1,NS(=O)(=O)c1ccsc1
Cc1ccc(I)c(F)n1,Cc1ccc(I)c(F)n1
CN1C(=O)CNS1(=O)=O,CN1C(=O)CNS1(=O)=O
NC(=O)c1ccc(Cl)s1,NC(=O)c1ccc(Cl)s1
Brc1cccc(Br)c1I,Brc1cccc(Br)c1I
CNc1ncc(Br)cn1,CNc1ncc(Br)cn1
Cc1ccc(Br)c(Cl)n1,Cc1ccc(Br)c(Cl)n1
O=c1cc(I)[nH]c(=O)[nH]1,O=c1cc(I)[nH]c(=O)[nH]1
Fc1cnc(Br)c(F)c1,Fc1cnc(Br)c(F)c1
O=C([O-])c1ccc(Br)o1,O=C([O-])c1ccc(Br)o1
Cc1cc(Br)ncc1Br,Cc1cc(Br)ncc1Br
Fc1ccc(Br)cc1F,Fc1ccc(Br)cc1F
Cc1ccc(Br)cc1F,Cc1ccc(Br)cc1F
Nc1ccc(Br)cc1N,Nc1ccc(Br)cc1N
CSc1cccc(Br)c1,CSc1cccc(Br)c1
Fc1c(I)ccnc1Cl,Fc1c(I)ccnc1Cl
Nc1nc(=O)[nH]cc1I,Nc1nc(=O)[nH]cc1I
CC(=O)c1cc(Cl)cs1,CC(=O)c1cc(Cl)cs1
Cc1cccc(Cl)c1Br,Cc1cccc(Cl)c1Br
COc1cc(I)ncn1,COc1cc(I)ncn1
[NH3+]Cc1ccc(I)cc1,[NH3+]Cc1ccc(I)cc1
Nc1cc(N)cc(I)c1,Nc1cc(N)cc(I)c1
Fc1cc(Cl)ccc1Br,Fc1cc(Cl)ccc1Br
Oc1ccc(Br)c(Cl)c1,Oc1ccc(Br)c(Cl)c1
BrC1(Br)C2CCCCC21,BrC1(Br)[C@H]2CCCC[C@H]21
O=C([O-])c1ccsc1Cl,O=C([O-])c1ccsc1Cl
N#Cc1cncc(Br)c1,N#Cc1cncc(Br)c1
COc1ccc(Br)cc1,COc1ccc(Br)cc1
Cc1ccc(N)c(Br)c1,Cc1ccc(N)c(Br)c1
Fc1cc(F)cc(I)c1,Fc1cc(F)cc(I)c1
Nc1cc(Cl)cc(Cl)c1,Nc1cc(Cl)cc(Cl)c1
Cc1c(N)cccc1Br,Cc1c(N)cccc1Br
[NH3+]C(CS(=O)[O-])C(=O)[O-],[NH3+][C@H](C[S@@](=O)[O-])C(=O)[O-]
Oc1ccc(F)c(Br)c1,Oc1ccc(F)c(Br)c1
N#Cc1cc(Br)ccn1,N#Cc1cc(Br)ccn1
Clc1cccc(I)c1Cl,Clc1cccc(I)c1Cl
Nc1ccc(Br)c(N)c1,Nc1ccc(Br)c(N)c1
O=C([O-])c1csc(Br)n1,O=C([O-])c1csc(Br)n1
Fc1cnc(Cl)cc1I,Fc1cnc(Cl)cc1I
OCC(F)(F)C(F)(F)F,OCC(F)(F)C(F)(F)F
CC(=O)NCS(=O)(=O)[O-],CC(=O)NCS(=O)(=O)[O-]
Nc1ncc(Br)nc1N,Nc1ncc(Br)nc1N
CCOCC1CC1(Br)Br,CCOC[C@@H]1CC1(Br)Br
Nc1ccc(Cl)c(Cl)c1,Nc1ccc(Cl)c(Cl)c1
Cn1cc(I)c(C#N)n1,Cn1cc(I)c(C#N)n1
O=S(=O)(O)NCCCO,O=S(=O)(O)NCCCO
Nc1c(Br)c[nH+]cc1Br,Nc1c(Br)c[nH+]cc1Br
COC(F)(F)C(F)(F)F,COC(F)(F)C(F)(F)F
Nc1cnc(Br)cc1Br,Nc1cnc(Br)cc1Br
Nc1c(Cl)cnnc1Cl,Nc1c(Cl)cnnc1Cl
CCCCCS(=O)(=O)[O-],CCCCCS(=O)(=O)[O-]
Cc1nc(Br)c(Br)n1C,Cc1nc(Br)c(Br)n1C
CSc1ccccc1Cl,CSc1ccccc1Cl
FC(F)(F)CC(Cl)(Cl)Cl,FC(F)(F)CC(Cl)(Cl)Cl
[NH3+]CCc1ccc(Br)s1,[NH3+]CCc1ccc(Br)s1
Clc1ccc(Br)c(Br)c1,Clc1ccc(Br)c(Br)c1
Cc1ccc(N)cc1I,Cc1ccc(N)cc1I
Nc1cc(Cl)ccc1Br,Nc1cc(Cl)ccc1Br
NC(=O)c1sccc1Cl,NC(=O)c1sccc1Cl
Oc1ccc(Br)c(O)c1,Oc1ccc(Br)c(O)c1
Cc1ccc(I)c(Br)c1,Cc1ccc(I)c(Br)c1
Cc1cc(Br)cnc1Br,Cc1cc(Br)cnc1Br
Nc1ccc(Cl)cc1Br,Nc1ccc(Cl)cc1Br
O=C([O-])CCC(Cl)(Cl)Cl,O=C([O-])CCC(Cl)(Cl)Cl
Cc1ccc(Cl)c(Br)c1,Cc1ccc(Cl)c(Br)c1
Cc1ccc(Cl)cc1Br,Cc1ccc(Cl)cc1Br
Clc1nc(Cl)nc(Cl)n1,Clc1nc(Cl)nc(Cl)n1
Cc1cc(Br)nnc1Br,Cc1cc(Br)nnc1Br
CSc1nccc(Cl)n1,CSc1nccc(Cl)n1
Cc1sc(C)c(I)c1I,Cc1sc(C)c(I)c1I
CC(=O)OCC(Cl)(Cl)Cl,CC(=O)OCC(Cl)(Cl)Cl
Brc1cncc(Br)c1Br,Brc1cncc(Br)c1Br
Clc1cc(Br)ccc1I,Clc1cc(Br)ccc1I
Cc1cc(I)ccc1N,Cc1cc(I)ccc1N
O=C([O-])c1ccc(Br)s1,O=C([O-])c1ccc(Br)s1
ClC1(Cl)C2CCCCC21,ClC1(Cl)[C@H]2CCCC[C@H]21
Fc1ccc(Cl)c(Br)c1,Fc1ccc(Cl)c(Br)c1
Fc1ccc(I)c(Cl)c1,Fc1ccc(I)c(Cl)c1
NC(=O)c1ccc(Br)s1,NC(=O)c1ccc(Br)s1
Cc1nn(C)c(I)c1I,Cc1nn(C)c(I)c1I
Fc1cc(Br)ccc1I,Fc1cc(Br)ccc1I
Nc1cnc(Cl)cc1Cl,Nc1cnc(Cl)cc1Cl
[NH3+]Cc1ccccc1I,[NH3+]Cc1ccccc1I
Cc1cc(Br)cnc1F,Cc1cc(Br)cnc1F
Cn1ncc(Br)c1C[NH3+],Cn1ncc(Br)c1C[NH3+]
Fc1ccc(F)c(Br)c1,Fc1ccc(F)c(Br)c1
COc1cccc(Br)c1,COc1cccc(Br)c1
Cn1cc(I)c(C#N)n1,Cn1cc(I)c(C#N)n1
CC([NH3+])c1ccc(Cl)s1,C[C@@H]([NH3+])c1ccc(Cl)s1
Cc1cc(Br)ccc1O,Cc1cc(Br)ccc1O
C#Cc1cccc(Br)c1,C#Cc1cccc(Br)c1
CC(C)CNS(C)(=O)=O,CC(C)CNS(C)(=O)=O
Oc1cc(Cl)ccc1Br,Oc1cc(Cl)ccc1Br
Nc1ccc(N)c(Br)c1,Nc1ccc(N)c(Br)c1
Cc1cc(Cl)ccc1Cl,Cc1cc(Cl)ccc1Cl
O=C([O-])c1cc(Br)cs1,O=C([O-])c1cc(Br)cs1
Fc1cc(I)c(Cl)cn1,Fc1cc(I)c(Cl)cn1
CC1(C(=O)[O-])CC1(Br)Br,C[C@@]1(C(=O)[O-])CC1(Br)Br
Cc1ncnc(Cl)c1Br,Cc1ncnc(Cl)c1Br
Cc1ncc(Br)c(N)n1,Cc1ncc(Br)c(N)n1
CCSc1nc([O-])ns1,CCSc1nc([O-])ns1
O=C([O-])c1cc(Cl)cs1,O=C([O-])c1cc(Cl)cs1
CCCCNS(C)(=O)=O,CCCCNS(C)(=O)=O
CSc1ccc(C#N)s1,CSc1ccc(C#N)s1
Clc1ccc(Br)cc1Cl,Clc1ccc(Br)cc1Cl
FC(F)C(F)C(F)(F)F,FC(F)[C@@H](F)C(F)(F)F
NC(=O)c1ccc(Br)o1,NC(=O)c1ccc(Br)o1
COCCNS(C)(=O)=O,COCCNS(C)(=O)=O
Cc1ccc(Cl)cc1Cl,Cc1ccc(Cl)cc1Cl
N#Cc1ccc(Br)cn1,N#Cc1ccc(Br)cn1
CC(C)CCS(=O)(=O)[O-],CC(C)CCS(=O)(=O)[O-]
Nc1nc(Cl)nc(Cl)n1,Nc1nc(Cl)nc(Cl)n1
CSc1ncc(Cl)cn1,CSc1ncc(Cl)cn1
CCOC(O)C(Cl)(Cl)Cl,CCO[C@H](O)C(Cl)(Cl)Cl
Cc1cc(F)ccc1I,Cc1cc(F)ccc1I
CCCC(C)S(N)(=O)=O,CCC[C@@H](C)S(N)(=O)=O
Fc1ccc(I)c(Br)c1,Fc1ccc(I)c(Br)c1
Fc1ncc(Cl)cc1Br,Fc1ncc(Cl)cc1Br
COC1OCCC1(Cl)Cl,CO[C@H]1OCCC1(Cl)Cl
Cc1ccc(F)c(Br)n1,Cc1ccc(F)c(Br)n1
Nc1ccc(Br)cc1Cl,Nc1ccc(Br)cc1Cl
O=C([O-])c1sccc1Br,O=C([O-])c1sccc1Br
Fc1ccc(Cl)c(Cl)c1,Fc1ccc(Cl)c(Cl)c1
Nc1c(Cl)ncnc1Cl,Nc1c(Cl)ncnc1Cl
Nc1cc(Br)ccc1O,Nc1cc(Br)ccc1O
C#[N+]c1ccccc1I,C#[N+]c1ccccc1I
Brc1ccc(Br)c(Br)c1,Brc1ccc(Br)c(Br)c1
Cc1nc(Cl)cc(Cl)n1,Cc1nc(Cl)cc(Cl)n1
Cc1ccnc(Br)c1F,Cc1ccnc(Br)c1F
Fc1cccc(Br)c1F,Fc1cccc(Br)c1F
Fc1cc(Cl)ccc1I,Fc1cc(Cl)ccc1I
O=c1[nH]cc(Br)cc1Br,O=c1[nH]cc(Br)cc1Br
CC(=O)c1ccc(Br)s1,CC(=O)c1ccc(Br)s1
Nc1c(I)c[nH+]cc1I,Nc1c(I)c[nH+]cc1I
[NH3+]Cc1cccc(Br)c1,[NH3+]Cc1cccc(Br)c1
Fc1cc(F)cc(Br)c1,Fc1cc(F)cc(Br)c1
Cc1cc(O)ccc1Br,Cc1cc(O)ccc1Br
[O-]c1cnnc(Cl)c1Cl,[O-]c1cnnc(Cl)c1Cl
Cc1ccc(Br)c(C)n1,Cc1ccc(Br)c(C)n1
Fc1cccc(F)c1Br,Fc1cccc(F)c1Br
C=CC(F)(F)C(F)(F)Br,C=CC(F)(F)C(F)(F)Br
N#Cc1cccnc1Br,N#Cc1cccnc1Br
Cc1ccc(Br)cc1Br,Cc1ccc(Br)cc1Br
Fc1cc(Cl)ccc1Cl,Fc1cc(Cl)ccc1Cl
Cc1ccc(F)c(Br)c1,Cc1ccc(F)c(Br)c1
CSc1cccc(Cl)c1,CSc1cccc(Cl)c1
Cc1ccc(Br)c(O)c1,Cc1ccc(Br)c(O)c1
Nc1cc(Cl)nnc1Cl,Nc1cc(Cl)nnc1Cl
N#CCn1cc(Br)cn1,N#CCn1cc(Br)cn1
CCOCC1CC1(Br)Br,CCOC[C@H]1CC1(Br)Br
N#CC(Cl)(Cl)C(Cl)(Cl)Cl,N#CC(Cl)(Cl)C(Cl)(Cl)Cl
Cc1cc(I)ccc1O,Cc1cc(I)ccc1O
CCS(=O)(=O)NC(C)C,CCS(=O)(=O)NC(C)C
Cc1cc(N)ccc1Br,Cc1cc(N)ccc1Br
CNc1snc(Cl)c1Br,CNc1snc(Cl)c1Br
Nc1ccc(Br)nc1Br,Nc1ccc(Br)nc1Br
CC(=O)n1cnc(Br)c1,CC(=O)n1cnc(Br)c1
Nc1c(Br)cccc1Br,Nc1c(Br)cccc1Br
CC(=O)c1ccc(Cl)s1,CC(=O)c1ccc(Cl)s1
Nc1cc(Br)ccc1Br,Nc1cc(Br)ccc1Br
Fc1ccc(I)cc1F,Fc1ccc(I)cc1F
O=C([O-])c1n[nH]cc1I,O=C([O-])c1n[nH]cc1I
Cc1ccc(I)c(C)c1,Cc1ccc(I)c(C)c1
Clc1ccc(Cl)c(Cl)c1,Clc1ccc(Cl)c(Cl)c1
OCC(Cl)(Cl)C(Cl)(Cl)Cl,OCC(Cl)(Cl)C(Cl)(Cl)Cl
OCc1cc(Br)c(Br)o1,OCc1cc(Br)c(Br)o1
O=C([O-])c1csc(Cl)c1,O=C([O-])c1csc(Cl)c1
Cc1ccc(Br)c(F)n1,Cc1ccc(Br)c(F)n1
CC(C)([NH3+])COS(=O)O,CC(C)([NH3+])CO[S@@](=O)O
Nc1ccc(Br)cc1F,Nc1ccc(Br)cc1F
O=C([O-])c1ccc(Br)s1,O=C([O-])c1ccc(Br)s1
COc1ccc(I)cc1,COc1ccc(I)cc1
CC1(C(=O)[O-])CC1(Cl)Cl,C[C@@]1(C(=O)[O-])CC1(Cl)Cl
Fc1ccc(Br)cc1Cl,Fc1ccc(Br)cc1Cl
N#[N+]c1ccc(Br)cc1,N#[N+]c1ccc(Br)cc1
O=C([O-])c1[nH]ncc1Br,O=C([O-])c1[nH]ncc1Br
CC([NH3+])c1ccc(Br)s1,C[C@@H]([NH3+])c1ccc(Br)s1
Clc1cn2ccsc2n1,Clc1cn2ccsc2n1
Nc1nc(Cl)cc(Cl)n1,Nc1nc(Cl)cc(Cl)n1
[NH3+]Cc1cccc(I)c1,[NH3+]Cc1cccc(I)c1
O=C([O-])CCC(F)(F)Br,O=C([O-])CCC(F)(F)Br
N#CCc1ccc(Br)s1,N#CCc1ccc(Br)s1
Cc1cccc(Cl)c1Cl,Cc1cccc(Cl)c1Cl
CC1(C(=O)[O-])CC1(Br)Br,C[C@]1(C(=O)[O-])CC1(Br)Br
CCC(F)(F)C(F)(F)Br,CCC(F)(F)C(F)(F)Br
Clc1ccc(I)c(Cl)n1,Clc1ccc(I)c(Cl)n1
COc1ccc(Br)cn1,COc1ccc(Br)cn1
CNc1cccc(Br)c1,CNc1cccc(Br)c1
Oc1cccc(Cl)c1Cl,Oc1cccc(Cl)c1Cl
COc1cccc(I)n1,COc1cccc(I)n1
O=C([O-])c1ccc(I)o1,O=C([O-])c1ccc(I)o1
Cc1ccc(F)cc1Br,Cc1ccc(F)cc1Br
Fc1c(Cl)cccc1I,Fc1c(Cl)cccc1I
Nc1cc(Br)ccc1F,Nc1cc(Br)ccc1F
FC(F)(F)CC(F)(F)Cl,FC(F)(F)CC(F)(F)Cl
Clc1ccc(Br)c(I)c1,Clc1ccc(Br)c(I)c1
Nc1cc(Cl)ccc1I,Nc1cc(Cl)ccc1I
Nc1ccc(F)c(Br)c1,Nc1ccc(F)c(Br)c1
N#CC(F)(Br)C(F)(F)F,N#C[C@@](F)(Br)C(F)(F)F
Clc1ccc(I)c(Br)c1,Clc1ccc(I)c(Br)c1
N#CC(F)(Br)C(F)(F)F,N#C[C@](F)(Br)C(F)(F)F
CCCC(O)C(F)(F)Cl,CCC[C@@H](O)C(F)(F)Cl
Cc1cnc(F)c(Br)c1,Cc1cnc(F)c(Br)c1
Cc1ccc(I)cc1N,Cc1ccc(I)cc1N
Nc1cc(F)ccc1Br,Nc1cc(F)ccc1Br
Clc1sc(I)c(Cl)c1Cl,Clc1sc(I)c(Cl)c1Cl
C[NH2+]Cc1ccc(Cl)s1,C[NH2+]Cc1ccc(Cl)s1
Cc1c(Cl)cccc1I,Cc1c(Cl)cccc1I
N#Cc1ncccc1Br,N#Cc1ncccc1Br
O=S(=O)([O-])c1cccs1,O=S(=O)([O-])c1cccs1
Brc1cc(Br)cc(Br)c1,Brc1cc(Br)cc(Br)c1
Oc1cc(Cl)ccc1Cl,Oc1cc(Cl)ccc1Cl
O=c1c(Cl)nsnc1Cl,O=c1c(Cl)nsnc1Cl
CC(=O)c1sccc1Br,CC(=O)c1sccc1Br
COC(OC)C(Br)(Br)Br,COC(OC)C(Br)(Br)Br
IC#Cc1ccccc1,IC#Cc1ccccc1
Cc1ccc(Cl)cc1I,Cc1ccc(Cl)cc1I
FC(F)c1cc(Br)cs1,FC(F)c1cc(Br)cs1
CC([NH3+])c1ccc(Br)s1,C[C@H]([NH3+])c1ccc(Br)s1
Cc1cc(Br)ccc1Br,Cc1cc(Br)ccc1Br
Cc1nc(Br)ccc1F,Cc1nc(Br)ccc1F
Cc1ccc(F)cc1I,Cc1ccc(F)cc1I
OCCCC(Cl)(Cl)CO,OCCCC(Cl)(Cl)CO
Cn1cncc(Br)c1=O,Cn1cncc(Br)c1=O
Nc1cc(Cl)cc(Br)c1,Nc1cc(Cl)cc(Br)c1
OCc1ccccc1I,OCc1ccccc1I
Oc1ccc(Br)cc1Br,Oc1ccc(Br)cc1Br
Cc1sc(C)c(I)c1C,Cc1sc(C)c(I)c1C
NC(=O)c1n[n-]nc1I,NC(=O)c1n[n-]nc1I
Cc1ccc(I)c(N)c1,Cc1ccc(I)c(N)c1
Fc1cc(Br)cc(Br)c1,Fc1cc(Br)cc(Br)c1
Oc1cc(Br)ccc1Br,Oc1cc(Br)ccc1Br
COc1ccccc1Br,COc1ccccc1Br
NC(=O)c1sccc1Br,NC(=O)c1sccc1Br
Clc1cnc(Cl)c(Cl)n1,Clc1cnc(Cl)c(Cl)n1
[NH3+]CCc1cc(Br)cs1,[NH3+]CCc1cc(Br)cs1
Cc1cc(Br)cc(Br)c1,Cc1cc(Br)cc(Br)c1
[NH3+]Cc1ccccc1Br,[NH3+]Cc1ccccc1Br
Oc1ccc(Br)c(F)c1,Oc1ccc(Br)c(F)c1
Oc1ccc(Br)cc1F,Oc1ccc(Br)cc1F
